_id,EntryId,TIME,CoordinateX,CoordinateY,WIFI_SSID,WIFI_BSSID,WIFI_LEVEL
1238,22,20220401_181803,10.22,69.25,eduroam,54:78:1a:21:3b:c1,-59
1239,22,20220401_181803,10.22,69.25,central,54:78:1a:21:3b:c0,-59
1240,22,20220401_181803,10.22,69.25,central,54:78:1a:73:a2:6f,-70
1241,22,20220401_181803,10.22,69.25,eduroam,54:78:1a:73:a2:6e,-70
1242,22,20220401_181803,10.22,69.25,eduroam,58:97:1e:14:75:51,-72
1243,22,20220401_181803,10.22,69.25,central,58:97:1e:14:75:50,-72
1244,22,20220401_181803,10.22,69.25,eduroam,6c:99:89:0d:91:4e,-74
1245,22,20220401_181803,10.22,69.25,central,6c:99:89:0d:91:4f,-75
1246,22,20220401_181803,10.22,69.25,central,b8:be:bf:ef:4e:a0,-77
1247,22,20220401_181803,10.22,69.25,eduroam,b8:be:bf:ef:4e:a1,-78
1248,22,20220401_181803,10.22,69.25,central,54:78:1a:21:3b:cf,-79
1249,22,20220401_181803,10.22,69.25,eduroam,54:78:1a:21:3b:ce,-79
1250,23,20220401_181839,7.78,69.25,central,54:78:1a:73:a2:60,-55
1251,23,20220401_181839,7.78,69.25,eduroam,54:78:1a:73:a2:61,-56
1252,23,20220401_181839,7.78,69.25,eduroam,6c:99:89:0d:91:41,-62
1253,23,20220401_181839,7.78,69.25,central,6c:99:89:0d:91:40,-62
1254,23,20220401_181839,7.78,69.25,eduroam,54:78:1a:21:3b:c1,-66
1255,23,20220401_181839,7.78,69.25,central,54:78:1a:21:3b:c0,-66
1256,23,20220401_181839,7.78,69.25,central,54:78:1a:73:a2:6f,-72
1257,23,20220401_181839,7.78,69.25,eduroam,54:78:1a:73:a2:6e,-72
1258,23,20220401_181839,7.78,69.25,eduroam,6c:99:89:0d:91:4e,-76
1259,23,20220401_181839,7.78,69.25,central,6c:99:89:0d:91:4f,-77
1260,23,20220401_181839,7.78,69.25,eduroam,58:97:1e:14:75:51,-79
1261,23,20220401_181839,7.78,69.25,central,58:97:1e:14:75:50,-79
1262,23,20220401_181839,7.78,69.25,eduroam,54:78:1a:21:3b:ce,-80
1263,23,20220401_181839,7.78,69.25,central,54:78:1a:21:3b:cf,-81
1264,24,20220401_181931,6.56,71.69,eduroam,6c:99:89:0d:91:41,-50
1265,24,20220401_181931,6.56,71.69,central,6c:99:89:0d:91:40,-50
1266,24,20220401_181931,6.56,71.69,central,54:78:1a:73:a2:60,-54
1267,24,20220401_181931,6.56,71.69,eduroam,54:78:1a:73:a2:61,-55
1268,24,20220401_181931,6.56,71.69,eduroam,54:78:1a:21:3b:c1,-59
1269,24,20220401_181931,6.56,71.69,central,54:78:1a:21:3b:c0,-59
1270,24,20220401_181931,6.56,71.69,eduroam,b8:be:bf:ef:4e:a1,-73
1271,24,20220401_181931,6.56,71.69,central,6c:99:89:0d:91:4f,-74
1272,24,20220401_181931,6.56,71.69,eduroam,6c:99:89:0d:91:4e,-75
1273,24,20220401_181931,6.56,71.69,central,54:78:1a:73:a2:6f,-77
1274,24,20220401_181931,6.56,71.69,eduroam,54:78:1a:73:a2:6e,-77
1275,24,20220401_181931,6.56,71.69,central,54:78:1a:21:3b:cf,-77
1276,24,20220401_181931,6.56,71.69,eduroam,54:78:1a:21:3b:ce,-77
1277,24,20220401_181931,6.56,71.69,eduroam,58:97:1e:14:75:51,-80
1278,24,20220401_181931,6.56,71.69,central,58:97:1e:14:75:50,-81
1279,25,20220401_181956,6.56,76.57,eduroam,6c:99:89:0d:91:41,-51
1280,25,20220401_181956,6.56,76.57,central,6c:99:89:0d:91:40,-51
1281,25,20220401_181956,6.56,76.57,eduroam,54:78:1a:21:3b:c1,-57
1282,25,20220401_181956,6.56,76.57,central,54:78:1a:21:3b:c0,-58
1283,25,20220401_181956,6.56,76.57,central,54:78:1a:73:a2:60,-61
1284,25,20220401_181956,6.56,76.57,eduroam,54:78:1a:73:a2:61,-63
1285,25,20220401_181956,6.56,76.57,central,54:78:1a:21:3b:cf,-69
1286,25,20220401_181956,6.56,76.57,eduroam,54:78:1a:21:3b:ce,-70
1287,25,20220401_181956,6.56,76.57,eduroam,6c:99:89:0d:91:4e,-72
1288,25,20220401_181956,6.56,76.57,central,6c:99:89:0d:91:4f,-73
1289,25,20220401_181956,6.56,76.57,eduroam,58:97:1e:14:75:51,-77
1290,25,20220401_181956,6.56,76.57,central,58:97:1e:14:75:50,-77
1291,25,20220401_181956,6.56,76.57,eduroam,b8:be:bf:ef:4e:a1,-77
1292,25,20220401_181956,6.56,76.57,central,54:78:1a:73:a2:6f,-80
1293,25,20220401_181956,6.56,76.57,eduroam,54:78:1a:73:a2:6e,-80
1294,25,20220401_181956,6.56,76.57,eduroam,b8:3a:5a:bb:64:60,-83
1295,25,20220401_181956,6.56,76.57,Visit-Ed,b8:3a:5a:bb:64:62,-84
1296,25,20220401_181956,6.56,76.57,central,b8:3a:5a:bb:64:61,-85
1297,26,20220401_182032,6.56,79.01,eduroam,6c:99:89:0d:91:41,-50
1298,26,20220401_182032,6.56,79.01,central,6c:99:89:0d:91:40,-50
1299,26,20220401_182032,6.56,79.01,eduroam,54:78:1a:21:3b:c1,-53
1300,26,20220401_182032,6.56,79.01,central,54:78:1a:21:3b:c0,-53
1301,26,20220401_182032,6.56,79.01,central,54:78:1a:73:a2:60,-60
1302,26,20220401_182032,6.56,79.01,eduroam,54:78:1a:73:a2:61,-63
1303,26,20220401_182032,6.56,79.01,eduroam,6c:99:89:0d:91:4e,-71
1304,26,20220401_182032,6.56,79.01,central,6c:99:89:0d:91:4f,-72
1305,26,20220401_182032,6.56,79.01,eduroam,54:78:1a:21:3b:ce,-72
1306,26,20220401_182032,6.56,79.01,central,54:78:1a:21:3b:cf,-73
1307,26,20220401_182032,6.56,79.01,eduroam,58:97:1e:14:75:51,-79
1308,26,20220401_182032,6.56,79.01,central,58:97:1e:14:75:50,-79
1309,26,20220401_182032,6.56,79.01,eduroam,b8:be:bf:ef:4e:a1,-79
1310,26,20220401_182032,6.56,79.01,central,54:78:1a:73:a2:6f,-81
1311,26,20220401_182032,6.56,79.01,eduroam,54:78:1a:73:a2:6e,-81
1312,26,20220401_182032,6.56,79.01,Visit-Ed,b8:3a:5a:bb:64:62,-85
1313,27,20220401_182100,6.56,81.45,eduroam,6c:99:89:0d:91:41,-42
1314,27,20220401_182100,6.56,81.45,central,6c:99:89:0d:91:40,-42
1315,27,20220401_182100,6.56,81.45,eduroam,54:78:1a:21:3b:c1,-56
1316,27,20220401_182100,6.56,81.45,central,54:78:1a:21:3b:c0,-57
1317,27,20220401_182100,6.56,81.45,eduroam,6c:99:89:0d:91:4e,-63
1318,27,20220401_182100,6.56,81.45,central,6c:99:89:0d:91:4f,-64
1319,27,20220401_182100,6.56,81.45,central,54:78:1a:21:3b:cf,-65
1320,27,20220401_182100,6.56,81.45,central,54:78:1a:73:a2:60,-66
1321,27,20220401_182100,6.56,81.45,eduroam,54:78:1a:73:a2:61,-66
1322,27,20220401_182100,6.56,81.45,eduroam,54:78:1a:21:3b:ce,-66
1323,27,20220401_182100,6.56,81.45,eduroam,b8:3a:5a:bb:64:60,-81
1324,27,20220401_182100,6.56,81.45,eduroam,54:78:1a:73:a2:6e,-85
1325,27,20220401_182100,6.56,81.45,central,54:78:1a:73:a2:6f,-86
1326,28,20220401_182147,6.56,85.11,eduroam,6c:99:89:0d:91:41,-43
1327,28,20220401_182147,6.56,85.11,central,6c:99:89:0d:91:40,-43
1328,28,20220401_182147,6.56,85.11,eduroam,54:78:1a:21:3b:c1,-56
1329,28,20220401_182147,6.56,85.11,central,54:78:1a:21:3b:c0,-56
1330,28,20220401_182147,6.56,85.11,eduroam,6c:99:89:0d:91:4e,-61
1331,28,20220401_182147,6.56,85.11,central,6c:99:89:0d:91:4f,-62
1332,28,20220401_182147,6.56,85.11,central,54:78:1a:73:a2:60,-67
1333,28,20220401_182147,6.56,85.11,eduroam,54:78:1a:73:a2:61,-68
1334,28,20220401_182147,6.56,85.11,central,54:78:1a:21:3b:cf,-71
1335,28,20220401_182147,6.56,85.11,eduroam,54:78:1a:21:3b:ce,-71
1336,28,20220401_182147,6.56,85.11,eduroam,58:97:1e:14:75:51,-82
1337,28,20220401_182147,6.56,85.11,central,58:97:1e:14:75:50,-82
1338,28,20220401_182147,6.56,85.11,eduroam,b8:be:bf:ef:4e:a1,-84
1339,28,20220401_182147,6.56,85.11,eduroam,00:a6:ca:71:6d:51,-84
